Review,Size,Comfort,Features,star_rating
NA,"['3', '4', '5', '6', '7', '8']","IGNITE: PUMA’s unique PU Foam that provides responsiveness, maximum cushioning and energy return to propel you forward faster
IMEVA: PUMA’s midsole for a lightweight and comfortable feel","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Textile upper
Lace fastening
Rubber outsole
IMEVA midsole
PUMA Cat Logo and Wordmark on the tongue
PUMA logo webbing strap
PUMA Cat logo at heel",NA
NA,"['3', '4', '5', '6', '7', '8']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Synthetic upper
Synthetic Formstrip and heel cap
Debossed and screen printed PUMA branding on heel, quarter and tongue label
Platform silhouette
Rubber midsole
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
The upper of this shoe is made with at least 20% recycled materials and the bottom is made with at least 10% recycled materials, as a step toward a better future","Synthetic upper
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Cat Logo debossed on the heel",NA
NA,"['3', '4', '5', '6', '7', '8']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Leather upper with perforated vamp
Rubber midsole and outsole
Wider vertical lines on heel
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,"['3', '4', '6', '7', '8']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Synthetic upper
Synthetic Formstrip and heel cap
Debossed and screen printed PUMA branding on heel, quarter and tongue label
Platform silhouette
Rubber midsole
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Textile PU upper with translucent hotmelt overlays and standout stitching
Rubber outsole
Lace closure for a snug fit
Synthetic heel piece
PUMA Wordmark at lateral quarter
Hotmelt PUMA Formstrip with translucency and detailed zig-zag stitching at medial and lateral sides
PUMA Cat Logo at heel
PUMA branding at tongue",NA
NA,"['3', '3.5', '4', '4.5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Textile PU upper with translucent hotmelt overlays and standout stitching
Rubber outsole
Lace closure for a snug fit
Synthetic heel piece
PUMA Wordmark at lateral quarter
Hotmelt PUMA Formstrip with translucency and detailed zig-zag stitching at medial and lateral sides
PUMA Cat Logo at heel
PUMA branding at tongue",NA
NA,"['3', '4', '5', '7']",Vegan: Vegan certified product,"Canvas upper
Synthetic overlays
EVA midsole
Rubber outsole
PUMA Formstrip on the sides",NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Textile PU upper with translucent hotmelt overlays and standout stitching
Rubber outsole
Lace closure for a snug fit
Synthetic heel piece
PUMA Wordmark at lateral quarter
Hotmelt PUMA Formstrip with translucency and detailed zig-zag stitching at medial and lateral sides
PUMA Cat Logo at heel
PUMA branding at tongue",NA
NA,"['3', '5', '6', '7']",LWG: The leather sourced in this product comes from environmentally responsible leather manufacturing and is audited and certified via the Leather Working Group protocol,"Suede upper
EVA midsole
Rubber outsole
PUMA Formstrip on the sides",NA
NA,"['6', '7', '8']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Textile base with suede and leather overlays
Synthetic leather vamp
Leather formstrip
EVA midsole
Rubber outsole",,NA
NA,"['5', '6', '7', '8']",SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Leather upper
Synthetic Formstrip, eyestay, and heel underlay
Rubber midsole
Rubber outsole",NA
NA,"['3', '6', '7']","SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day
CMEVA: PUMA's compression-moulded EVA material for lightweight performance","Low top silhouette
Synthetic upper with heat pressed underlays and EVA/rubber sculpting
SoftFoam+ sockliner for improved cushioning
Lace closure
PUMA Formstrip at lateral and medial sides
PUMA Wordmark on tongue
PUMA Cat Logo at heel",NA
NA,"['4', '5', '6', '7', '8']","PUMA’s leather products support responsible manufacturing via the Leather Working Group.
Leather eyestay, vamp and quarter panel overlay","Synthetic heel with deep debossed lines and PUMA cat logo
Nubuck leather Formstrip and bottom tongue underlay
Rubber midsole
Rubber outsole",NA
NA,"['3', '7', '8']",Running System: PUMA's comfortable cushioning technology celebrates the reinvention of a unique moment and movement in culture,"Leather upper
PU midsole
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Cat Logo on the heel",NA
NA,"['6', '7', '8']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Synthetic base and upper
Textile vamp base and tongue
Suede eyestay, vamp and heel cap
RS midsole
Rubber outsole",,NA
NA,"['7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com,"Full leather upper with suede details
EVA and rubber midsole
EVA and rubber outsole
Soft grain leather PUMA Formstrip on side
PUMA branding details",NA
NA,"['3', '4', '5', '6']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
IMEVA: PUMA’s midsole for a lightweight and comfortable feel","Low boot
Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Synthetic leather upper
IMEVA midsole
Rubber outsole
Scalloped-edge PUMA Formstrip on the lateral and medial sides
Metallic PUMA Cat Logo on the heel",NA
NA,"['3', '4', '5']","LWG: The leather sourced in this product comes from environmentally responsible leather manufacturing and is audited and certified via the Leather Working Group protocol
NITRO Infused: Enclosed nitrogen-injected foam designed to provide responsiveness and cushioning in a lightweight package","Natural dyed mesh upper
Synthetic overlays
IMEVA midsole
Rubber outsole
PUMA branding on the tongue
PUMA lace jewel",NA
NA,"['3', '3.5']",SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Synthetic leather upper
Textured tooling
Slightly elevated midsole
Rubber outsole
PUMA Formstrip at medial and lateral sides
PUMA Cat Logo at heel",NA
NA,"['3', '3.5']",IMEVA: PUMA's material for a lightweight and comfortable feel,"Textile PU upper with translucent hotmelt overlays and standout stitching
Rubber outsole
Lace closure for a snug fit
Synthetic heel piece
PUMA Wordmark at lateral quarter
Hotmelt PUMA Formstrip with translucency and detailed zig-zag stitching at medial and lateral sides
PUMA Cat Logo at heel
PUMA branding at tongue",NA
NA,"['3', '4', '5']",Running System: PUMA's comfortable cushioning technology celebrates the reinvention of a unique moment and movement in culture,"Leather and textile upper
PU midsole
Rubber outsole
PUMA Formstrip on the lateral sides",NA
NA,"['3', '4']",SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Air mesh upper
Sculpted IMEVA midsole
Visible rubber outsole
Kinesio tape inspired elastic
TPU PUMA Formstrip on lateral sides
Printed PUMA Wordmark label on tongue",NA
NA,"['3', '7', '8']","IMEVA: PUMA's material for a lightweight and comfortable feel
SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day","Low boot silhouette
Mixed leather upper
SoftFoam+ sockliner
IMEVA midsole with lightweight tooling
Rubber platform outsole
Lace closure for a snug fit
PUMA Formstrip on lateral and medial sides
PUMA No. 2 Logo on quarter panel
PUMA Archive No. 1 Label on tongue",NA
NA,"['7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group.,"Synthetic quarter panel and vamp
Leather back quarter panel and top tongue
Nubuck Formstrip
IMEVA midsole
Rubber outsole",NA
NA,"['3', '6']",NITRO Infused: Enclosed nitrogen-injected foam designed to provide responsiveness and cushioning in a lightweight package,"Synthetic upper
Leather and suede overlays
Lycra® tongue and heel counter
IMEVA midsole
Rubber outsole
PUMA lace jewel
PUMA Cat Logo on the midsole",NA
NA,['3'],"Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
Vegan certified product","Textile upper made with recycled materials
Recycled synthetic leather overlays, embossed details, and heat-cut TPU on vamp
Recycled mesh base on heel, quarter panel, and tongue
Recycled synthetic leather PUMA Formstrip",NA
NA,"['3', '6']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral",,NA
NA,['4'],Vegan: Vegan certified product,"Synthetic upper with perforated vamp and sequined heel overlay
Rubber outsole
PUMA Formstrip on the lateral and medial sides",NA
NA,"['4', '7']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Satin base, tongue and formstrip
Suede underlays on vamp and quarter panel
Synthetic leather overlays on vamp, heel, eyestay and quarter panel
IMEVA midsole
Rubber outsole
Satin PUMA Formstrip on the lateral and medial sides",,NA
NA,['3.5'],"Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Tennis-inspired silhouette
Premium leather upper
Cushioned footbed for comfort
Full lace closure
Thick texturized rubber outsole for grip and traction
PUMA Formstrip overlay at sides
Metallic PUMA No.2 Logo at lateral side
PUMA Logo at lateral side and tongue
Woven PUMA label with metallic branding at tongue",,NA
NA,['3'],"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Textile base and tongue
Suede and synthetic overlays
Synthetic leather formstrip, heel overlay and front eyestay
CMEVA and IMEVA midsole
Rubber outsole
PUMA Formstrip on the sides",,NA
NA,['3'],"Synthetic upper with leather overlays
IMEVA midsole
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Wordmark on the tongue",,NA
NA,['3'],"IMEVA: PUMA's material for a lightweight and comfortable feel
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Low boot construction
Regreen leather upper with mesh, suede and hotmelt details
IMEVA midsole
Rubber outsole
Lace closure
Suede details on eyestay, heel and tongue
Recycled eyestay webbing with stripe and zig-zag stitching
Hotmelt details on vamp
Open mesh vamp and PUMA Formstrip
PUMA Cat Logo at tongue",NA
NA,['3'],LWG: The leather sourced in this product comes from environmentally responsible leather manufacturing and is audited and certified via the Leather Working Group protocol,"Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Hairy suede upper
EVA midsole
Rubber outsole
Textile stitch and turn tongue
Leather PUMA Formstrip on medial and lateral sides
Debossed, glossy printed PUMA branding on quarter panel",NA
NA,,SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Cupsole tooling
Rubber midsole
Rubber outsole
PUMA Formstrip on lateral sides
PUMA logos on heel, tongue, and quarter
PUMA logos on heel, tongue, and quarter",NA
NA,"['4', '5']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Mid-boot construction
Leather upper with recycled material
Perforated vamp
Hook-and-loop strap closure for easy on/off
Rubber midsole and outsole
Platform heel with wider vertical lines
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,['3'],"IMEVA: PUMA's material for a lightweight and comfortable feel
Women’s Fit: Engineered for the female foot, providing a narrowed heel, lower in-step, and sculpted arch shape","Low boot with mesh lining
Women's-only silhouette
Synthetic leather and ripstop upper with matte hotmelt overlays
IMEVA midsole
Rubber outsole
Synthetic leather vamp
Ripstop on quarter and collar
Matte hotmelt overlays on toecap and PUMA Formstrip
Synthetic leather eyestay with metal eyelets",NA
NA,"['7', '8']","SoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Heel type: Flat
Shoe width: Regular fit
Shoe pronation:
Heel-to-toe-drop: 0 mm
Low boot
Tumbled leather upper
SoftFoam+ cushioned sockliner
Rubber midsole and outsole
Lace closure
PUMA No. 1 Logo at tongue
Debossed PUMA No. 2 Logo at lateral side
Classic rubber cup-sole tooling
PUMA Formstrip at lateral side
Embossed PUMA No. 2 Logo at lateral heel and sole",NA
NA,['4'],PUMA’s leather products support responsible manufacturing via the Leather Working Group.,"Leather Formstrip with nylon piping
Leather tongue with embossed graphic
Leather heel cap with nylon piping
Leather upper",NA
NA,,"Low boot construction
Leather upper with leather and synthetic overlays
Rubber midsole
Rubber outsole
Lace closure
Leather tongue
Tumbled leather toe and eyestay overlay
Glossy finish eyelets
PUMA Formstrip and heel cap with tumbled effect",,NA
NA,,IMEVA: PUMA's material for a lightweight and comfortable feel,"Textile PU upper with translucent hotmelt overlays and standout stitching
Rubber outsole
Lace closure for a snug fit
Synthetic heel piece
PUMA Wordmark at lateral quarter
Hotmelt PUMA Formstrip with translucency and detailed zig-zag stitching at medial and lateral sides
PUMA Cat Logo at heel
PUMA branding at tongue",NA
NA,"['3', '4', '5', '6', '7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group. www.leatherworkinggroup.com,"Leather vamp and quarter
Nubuck Formstrip, eyestay and heel cap
Suede back quarter panel overlay
Textile tongue and collar
Rubber midsole
Rubber outsole
Platform silhouette",NA
NA,"['3', '4', '5', '6', '7']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Leather upper with perforated vamp
Rubber midsole and outsole
Wider vertical lines on heel
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
