Brand,Shoename,Category,no_of_colors,Price
Nike,Tanjun EasyOn,Women,2.0,5 695.00
Nike,Pegasus Turbo Premium,Men,1.0,13 995.00
Nike,Blazer Mid Pro Club,Men,2.0,9 695.00
Nike,Calm,Men,1.0,3 895.00
Nike,InfinityRN 4 PRM,Men,1.0,14 995.00
Nike,Air Max Pulse Roam,Men,2.0,14 995.00
Nike,Court Royale 2 Next Nature,Men,3.0,3 995.00
Nike,Air Max Furyosa NRG,Women,1.0,14 495.00
Nike,Ja Fly 4,Unisex,2.0,9 695.00
Nike,Kiger 9,Men,2.0,12 795.00
Nike,Vomero 5,Men,3.0,14 995.00
Nike,Air More Uptempo '96,Men,1.0,16 995.00
Nike,Blazer Low Platform,Women,4.0,8 195.00
Nike,Waffle Debut,Men,1.0,6 295.00
Nike,Air Max Bliss,Women,1.0,12 795.00
Nike,Infinity Pro 2,Men,1.0,9 695.00
Nike,Air Jordan 1 Low OG,Women,1.0,12 795.00
Nike,Air Jordan 11 'Neapolitan',Women,1.0,20 295.00
Nike,Air Max 1 SC,Men,2.0,13 995.00
Nike,Cortez Premium,Women,1.0,
Nike,Dunk Low Premium MF,Women,2.0,10 795.00
Nike,Air Max 1 Premium,Women,1.0,14 995.00
Nike,Air Max 1 Premium,Men,1.0,
Nike,Legend Essential 3 Next Nature,Women,2.0,4 995.00
Nike,Offcourt Adjust,Women,1.0,3 195.00
Nike,ACG Watercat+,Unisex,1.0,11 295.00
Nike,City Classic Premium,Women,1.0,13 995.00
Nike,ACG Moc Premium,Men,1.0,8 695.00
Nike,Dunk Low Premium,Women,1.0,10 795.00
Nike,Court Legacy Canvas Mid,Women,2.0,4 995.00
Nike,Revolution 7 EasyOn,Women,1.0,3 695.00
Nike,Alphafly 2 'Eliud Kipchoge',Men,1.0,22 795.00
Nike,Renew Run 3,Men,2.0,7 495.00
Nike,Tech Hera,Women,1.0,9 695.00
Nike,Air Force 1 '07 LV8,Women,1.0,10 795.00
Nike,Court Vision Mid Next Nature,Men,1.0,5 995.00
Nike,Court Air Zoom Lite 3,Men,3.0,5 695.00
Nike,Air Max 270,Women,1.0,14 995.00
Nike,Terminator High,Men,1.0,12 795.00
Nike,Pegasus FlyEase,Men,1.0,10 495.00
Nike,Air Max SYSTM,Women,1.0,8 595.00
Nike,Air Max 1 Premium,Men,1.0,14 995.00
Nike,Jordan Retro 6 G,Men,2.0,19 695.00
Nike,Air Penny 2,Men,1.0,19 295.00
Nike,J Force 1 Low LX SP,Women,2.0,15 995.00
Nike,Air Jordan 1 Low SE,Unisex,1.0,9 295.00
Nike,Air Max Plus OG,Men,1.0,15 995.00
Nike,Court Air Zoom Pro,Women,2.0,8 695.00
Nike,Dunk High,Women,1.0,9 295.00
Nike,Dunk High Premium,Women,1.0,12 295.00
Nike,Air Force 1 '07 Mid Fresh,Men,1.0,13 995.00
Nike,Air Penny 2 QS,Men,1.0,18 395.00
Nike,Vomero 17,Men,3.0,14 995.00
Nike,P-6000 Premium,Unisex,1.0,10 795.00
Nike,Air Max 1 '86 Premium,Men,1.0,15 995.00
Nike,Air Max 270,Women,1.0,14 995.00
Nike,Court Vision Alta,Women,3.0,5 995.00
Nike,SB Dunk Low Pro AA,Unisex,1.0,8 695.00
Nike,Air Force 1 '07 Fresh,Men,1.0,11 295.00
Nike,Air Max LTD 3,Men,1.0,10 995.00
Nike,Air Max 1 x Serena Williams Design Crew,Unisex,1.0,13 995.00
Nike,Air Max Dawn,Women,1.0,10 995.00
Nike,Air Zoom Infinity Tour NEXT%,Men,1.0,14 995.00
Nike,x MMW 005,Men,1.0,16 995.00
Nike,Air Jordan 3 Retro,Men,1.0,19 295.00
Nike,Metcon 9 EasyOn,Men,1.0,12 795.00
Nike,Air Max 90 LTR,Men,1.0,11 495.00
Nike,Court Air Zoom GP Turbo Osaka,Women,1.0,13 995.00
Nike,Air Pegasus '89,Men,2.0,9 695.00
Nike,Air Force 1 Low Retro,Men,2.0,13 995.00
Nike,Air Max 90,Men,1.0,11 895.00
Nike,SB Nyjah 3,Unisex,1.0,8 695.00
Nike,Ultrafly,Men,2.0,21 695.00
Nike,Air Max 1 '87 SE,Women,1.0,13 995.00
Nike,Air Jordan 11 Retro Low,Men,1.0,17 495.00
Nike,SuperRep Go 3 NN PRM,Women,1.0,9 695.00
Nike,Air Max 1 '86 Premium,Men,1.0,13 995.00
Nike,Air Adjust Force 2023,Women,1.0,15 995.00
Nike,Air Max 1 Premium,Unisex,2.0,14 995.00
Nike,Winflo 10,Men,2.0,8 695.00
Nike,Air Jordan 1 Mid,Women,1.0,10 795.00
Nike,SB Force 58,Unisex,1.0,5 995.00
Nike,TC 7900,Women,1.0,10 995.00
Nike,Air Max Dawn,Women,1.0,9 295.00
Nike,Motiva,Men,2.0,9 695.00
Nike,Waffle One Vintage,Women,1.0,9 695.00
Nike,Air Jordan 1 Zoom CMFT 2,Women,3.0,13 295.00
Nike,Air Jordan 5 Retro,Men,1.0,16 595.00
Nike,SB Zoom Janoski OG+,Unisex,1.0,8 595.00
Nike,Vista,Men,2.0,4 195.00
Nike,Air Max 1,Men,1.0,6 295.00
Nike,Air Max 90,Women,1.0,13 995.00
Nike,SB Pogo,Unisex,1.0,7 495.00
Nike,Air Jordan 1 Low SE,Men,1.0,10 295.00
Nike,Air Jordan 5 Retro SE,Men,1.0,20 295.00
Nike,Air Jordan 1 Retro High OG,Women,1.0,16 995.00
Nike,Air Max Scorpion Flyknit,Men,1.0,22 995.00
Nike,Air Jordan 1 Mid SE,Men,1.0,12 295.00
Nike,SB Force 58 Premium,Unisex,2.0,7 095.00
Nike,Air Max 90 Futura,Women,1.0,12 795.00
Nike,Air Jordan 1 Elevate x UNION x Bephies Beauty Supply,Women,1.0,18 395.00
Nike,Air VaporMax 2023 Flyknit,Women,1.0,19 695.00
Nike,Court Air Zoom Lite 3,Women,2.0,5 695.00
Nike,Blazer Mid '77 Premium,Women,1.0,10 795.00
Nike,Court Vision Low,Men,1.0,5 695.00
Nike,Air Max 97 Be True,Unisex,1.0,16 995.00
Nike,SB Zoom Pogo Plus,Unisex,1.0,8 595.00
Nike,Structure 25,Men,1.0,11 895.00
Nike,Tech Hera,Men,2.0,9 695.00
Nike,Free Metcon 5 Premium,Women,1.0,11 895.00
Nike,Victori One,Women,1.0,2 595.00
Nike,Dunk High Retro SE,Men,1.0,11 495.00
Nike,Air Flight Lite Mid,Men,1.0,12 795.00
Nike,Interact Run SE,Men,1.0,7 095.00
Nike,Pegasus 40 Premium,Men,1.0,12 795.00
Nike,Metcon 8,Men,2.0,11 895.00
Nike,Air Jordan 1 Low G NRG,Men,1.0,14 995.00
Nike,Air Alpha Force 88,Men,2.0,
Nike,Zoom Fly 5 'Eliud Kipchoge',Men,1.0,14 995.00
Nike,Terminator Low Premium,Unisex,1.0,12 795.00
Nike,Air Max 90 Futura SE,Women,1.0,13 995.00
Nike,Air Force 1 Lover XX,Women,1.0,11 297.00
Nike,Air Jordan I High G,Men,2.0,16 147.00
Nike,Vapor 15 Elite Mercurial Dream Speed,Unisex,1.0,22 995.00
Nike,Jordan Stay Loyal 2,Men,4.0,10 295.00
Nike,Air Jordan XXXVIII PF,Unisex,3.0,18 395.00
Nike,Zion 3 PF,Unisex,3.0,12 795.00
Nike,Mercurial Vapor 15 Academy,Unisex,3.0,7 995.00
Nike,Fly.By Mid 3,Unisex,2.0,4 995.00
Nike,Pegasus 38,Men,4.0,9 497.00
Nike,Jordan Stay Loyal 3,Men,2.0,10 295.00
Nike,Luka 2 'Bred' PF,Unisex,2.0,11 895.00
Nike,Mercurial Superfly 9 Academy,Unisex,2.0,8 995.00
Nike,Mercurial Superfly 9 Academy,Unisex,1.0,8 995.00
Nike,Air Max 2017,Men,2.0,15 197.00
Nike,Ultrafly,Women,1.0,20 607.00
Nike,E-Series 1.0,Men,4.0,8 257.00
Nike,Offcourt,Women,1.0,2 937.00
Nike,Air Max 90 Futura,Women,1.0,15 197.00
Nike,Downshifter 11,Men,2.0,3 797.00
Nike,Escape Run 2,Women,4.0,8 257.00
Nike,Air Max Bolt,Men,2.0,7 787.00
Nike,Air Max 90,Women,1.0,11 297.00
Nike,Air Max 270,Men,1.0,13 297.00
Nike,Free Run 2018,Men,1.0,8 067.00
Nike,Air Max 90,Women,1.0,11 297.00
Nike,Air Jordan I High G,Men,2.0,16 147.00
Nike,Vapor 15 Elite Mercurial Dream Speed,Unisex,1.0,22 995.00
Nike,Jordan Stay Loyal 2,Men,4.0,10 295.00
Nike,Air Jordan XXXVIII PF,Unisex,3.0,18 395.00
Nike,Zion 3 PF,Unisex,3.0,12 795.00
Nike,Mercurial Vapor 15 Academy,Unisex,3.0,7 995.00
Nike,Fly.By Mid 3,Unisex,2.0,4 995.00
Nike,Pegasus 38,Men,4.0,9 497.00
Nike,Jordan Stay Loyal 3,Men,2.0,10 295.00
Nike,Luka 2 'Bred' PF,Unisex,2.0,11 895.00
Nike,Mercurial Superfly 9 Academy,Unisex,2.0,8 995.00
Nike,Mercurial Superfly 9 Academy,Unisex,1.0,8 995.00
Nike,Air Max 2017,Men,2.0,15 197.00
Nike,Ultrafly,Women,1.0,20 607.00
Nike,E-Series 1.0,Men,4.0,8 257.00
Nike,Offcourt,Women,1.0,2 937.00
Nike,Air Max 90 Futura,Women,1.0,15 197.00
Nike,,Women,,3 797.00
Nike,Escape Run 2,Women,4.0,8 257.00
Nike,Air Max Bolt,Men,2.0,7 787.00
Nike,Air Max 90,Women,1.0,11 297.00
Nike,Air Max 270,Men,1.0,13 297.00
Nike,Free Run 2018,Men,1.0,8 067.00
Nike,Air Max 90,Women,1.0,11 297.00
Nike,Air Jordan I High G,Men,2.0,16 147.00
Nike,Vapor 15 Elite Mercurial Dream Speed,Unisex,1.0,22 995.00
Nike,Jordan Stay Loyal 2,Men,4.0,10 295.00
Nike,Air Jordan XXXVIII PF,Unisex,3.0,18 395.00
Nike,Zion 3 PF,Unisex,3.0,12 795.00
Nike,Mercurial Vapor 15 Academy,Unisex,3.0,7 995.00
Nike,Fly.By Mid 3,Unisex,2.0,4 995.00
Nike,Pegasus 38,Men,4.0,9 497.00
Nike,Jordan Stay Loyal 3,Men,2.0,10 295.00
Nike,Luka 2 'Bred' PF,Unisex,2.0,11 895.00
Nike,Mercurial Superfly 9 Academy,Unisex,2.0,8 995.00
Nike,Mercurial Superfly 9 Academy,Unisex,1.0,8 995.00
Nike,Air Max 2017,Men,2.0,15 197.00
Nike,Ultrafly,Women,1.0,20 607.00
Nike,E-Series 1.0,Men,4.0,8 257.00
Nike,Offcourt,Women,1.0,2 937.00
Nike,Air Max 90 Futura,Women,1.0,15 197.00
Nike,Downshifter 11,Men,2.0,3 797.00
Nike,Escape Run 2,Women,4.0,8 257.00
Nike,Air Max Bolt,Men,2.0,7 787.00
Nike,Air Max 90,Women,1.0,11 297.00
Nike,Air Max 270,Men,1.0,13 297.00
Nike,Free Run 2018,Men,1.0,8 067.00
Nike,Air Max 90,Women,1.0,11 297.00
Nike,Air Max TW,Men,1.0,14 247.00
Nike,Revolution 5,Women,1.0,3 507.00
Nike,Air Zoom Victory Tour 3 NRG,Men,1.0,17 477.00
Nike,React Live,Men,1.0,9 207.00
Nike,Pegasus 40 Premium,Men,1.0,12 157.00
Nike,Jordan Sophia,Women,4.0,7 117.00
Nike,Air Adjust Force 2023,Women,2.0,15 197.00
Nike,DBreak Vintage,Women,1.0,9 207.00
Nike,Air Huarache,Men,2.0,9 777.00
Nike,Winflo 9 Premium,Women,1.0,9 207.00
Nike,Air Max 97,Women,1.0,16 147.00
Nike,Pegasus 40 Premium,Unisex,1.0,12 157.00
Nike,Renew Run 4,Women,3.0,7 117.00
Nike,Air Force 1 '07,Women,1.0,9 207.00
Nike,Air Max Bolt,Women,1.0,8 167.00
Nike,Free Terra Vista,Men,1.0,9 777.00
Nike,Air Winflo 10,Men,1.0,8 737.00
Nike,Air More Uptempo '96,Men,1.0,16 147.00
Nike,Winflo 9 Premium,Men,1.0,6 787.00
Nike,Air Max Dawn,Men,1.0,8 827.00
Nike,Air Max 2090,Men,1.0,13 297.00
Nike,Waffle Trainer 2,Women,1.0,7 787.00
Nike,Metcon 8 AMP,Women,1.0,12 157.00
Nike,Winflo 9,Men,5.0,8 067.00
Nike,Winflo 9,Men,5.0,8 067.00
Nike,MC Trainer,Men,2.0,5 217.00
Nike,React Infinity 3,Men,2.0,13 297.00
Nike,SuperRep Cycle 2 Next Nature,Women,2.0,9 777.00
Nike,Air Zoom Pegasus 38,Men,1.0,9 497.00
Nike,Air Flight Huarache,Men,1.0,11 677.00
Nike,Pegasus Turbo,Men,1.0,13 297.00
Nike,Pegasus 40 Premium,Women,1.0,12 157.00
Nike,Pegasus 40 SE,Men,1.0,11 297.00
Nike,Vomero 16,Men,1.0,12 817.00
Nike,Pegasus 40 Premium,Men,1.0,12 157.00
Nike,Pegasus 40 Premium,Unisex,1.0,12 157.00
Nike,Air Jordan 1 Elevate High SE,Women,1.0,14 247.00
Nike,Jordan Retro 6 G NRG,Men,1.0,18 707.00
Nike,Revolution 5,Men,2.0,3 507.00
Nike,Air Jordan 1 Mid SE,Men,1.0,11 677.00
Nike,Jordan Retro 6 G NRG,Men,1.0,18 707.00
Nike,Spark,Women,1.0,8 957.00
Nike,Revolution 6 FlyEase,Men,1.0,3 507.00
Nike,Air Max Alpha Trainer 4,Men,2.0,6 837.00
Nike,Pegasus 40 Premium,Women,1.0,12 157.00
Nike,City Rep TR,Women,3.0,4 747.00
Nike,Air Max Flyknit Racer,Women,2.0,14 247.00
Nike,Air Max Bella TR 5,Women,2.0,7 117.00
Nike,Jordan Max Aura 4,Men,1.0,10 727.00
Nike,Air Max 270,Men,1.0,14 247.00
Nike,Revolution 6 SE,Men,1.0,3 507.00
Nike,Air Huarache,Men,1.0,11 297.00
Nike,Dunk High Retro Premium,Men,1.0,10 917.00
Nike,Air Jordan 1 Elevate Low SE,Women,1.0,12 157.00
Nike,Air Kukini,Men,1.0,11 297.00
Nike,Air Max 97,Men,1.0,16 147.00
Nike,P-6000,Unisex,1.0,9 207.00
Nike,Air Max 90,Men,1.0,11 297.00
Nike,Air Max Axis,Women,2.0,8 547.00
Nike,Zoom Fly 5 Premium,Women,1.0,15 197.00
Nike,Court Air Zoom GP Turbo Naomi Osaka,Women,1.0,12 157.00
Nike,Air Kukini,Men,1.0,12 157.00
Nike,Air Jordan 5 Retro Low,Women,1.0,16 147.00
Nike,Air Max Koko,Women,1.0,8 257.00
Nike,SB Zoom Blazer Mid Premium,Unisex,2.0,9 207.00
Nike,Flex Control 4,Men,1.0,5 217.00
Nike,Winflo 8 Shield,Men,1.0,8 827.00
Nike,Downshifter 11,Women,1.0,3 797.00
Nike,Quest 4,Men,1.0,5 697.00
Nike,Air Max Tavas,Men,1.0,8 067.00
Nike,InfinityRN 4 SE,Men,1.0,14 247.00
Nike,Air Flight Huarache,Men,1.0,10 917.00
Nike,Wearallday,Men,1.0,5 407.00
Nike,Revolution 6,Men,1.0,3 507.00
Nike,Air Max 97 SE,Men,1.0,16 617.00
Nike,Jordan Max Aura 2,Men,1.0,10 257.00
Nike,Air Pegasus '89,Men,1.0,10 257.00
Nike,Air Force 1 '07 LV8,Men,1.0,10 257.00
Nike,Legend Essential 3 Next Nature Premium,Women,1.0,5 407.00
Nike,Air Span II,Men,1.0,8 167.00
Nike,Air Jordan 1 Mid SE,Women,1.0,11 297.00
Nike,Roshe One,Women,2.0,5 977.00
Nike,Pegasus 40 Premium,Women,1.0,12 157.00
Nike,Air Force 1 High '07 LV8,Men,1.0,11 677.00
Nike,Pegasus Trail 3 GORE-TEX,Men,1.0,13 767.00
Nike,Air Jordan 2 Retro Low,Women,1.0,14 247.00
Nike,Revolution 6 Next Nature Premium,Women,1.0,5 407.00
Nike,Air Max Flyknit Racer,Men,2.0,14 247.00
Nike,Pegasus Trail 3,Women,1.0,10 917.00
Nike,Air Huarache Runner,Men,1.0,12 157.00
Nike,Tech Hera,Women,1.0,9 207.00
Nike,Pegasus 38,Women,1.0,9 497.00
Nike,Pegasus Trail 3,Men,1.0,10 917.00
Nike,Court Air Zoom Vapor 9.5 Tour Premium,Men,1.0,15 197.00
Nike,Air Jordan 2 Retro Low,Men,1.0,14 247.00
Nike,Court Air Zoom NXT,Women,1.0,12 157.00
Nike,Air Force 1 '07 LV8,Men,1.0,10 257.00
Nike,Jordan Delta 3 Low SE,Women,1.0,12 157.00
Nike,Quest 4,Women,1.0,5 697.00
Nike,Waffle One SE,Men,1.0,9 207.00
Nike,Air Max 2090,Men,1.0,13 297.00
Nike,SB Zoom Blazer Mid Premium,Unisex,1.0,9 207.00
Nike,Quest 3 Shield,Men,2.0,6 837.00
Nike,Air Max Pre-Day,Men,1.0,10 917.00
Nike,ZoomX Dragonfly Bowerman Track Club,Unisex,1.0,13 297.00
Nike,Air Force 1 Premium,Women,1.0,11 297.00
Nike,Invincible 3,Men,1.0,16 617.00
Nike,Dunk Low SE,Women,1.0,9 207.00
Nike,Air Force 1 Mid '07 LX NBHD,Men,1.0,12 157.00
Nike,Legend Essential 2,Women,1.0,4 267.00
Nike,Air Force 1 High '07,Men,1.0,10 917.00
Nike,Air Max Flyknit Racer Next Nature,Men,1.0,14 247.00
Nike,Daybreak,Women,1.0,7 597.00
Nike,Air Force 1 Lover XX Premium,Women,1.0,11 297.00
Nike,Invincible 3 SE,Men,1.0,16 147.00
Nike,Air Jordan 1 Mid SE Craft,Men,1.0,11 677.00
Nike,Air Force 1 '07,Women,1.0,9 207.00
Nike,Rival Sprint,Unisex,1.0,5 407.00
Nike,SB Zoom Blazer Mid x Mason Silva,Unisex,1.0,9 207.00
Nike,Rival Distance,Unisex,1.0,5 407.00
Nike,Rival Distance,Unisex,1.0,5 407.00
Nike,Waffle Debut SE,Men,1.0,6 737.00
Nike,Air Pegasus '89,Men,1.0,10 257.00
Nike,Air Max Flyknit Racer,Men,1.0,14 247.00
Nike,Air Max Terrascape 90,Men,1.0,13 297.00
Nike,Renew In-Season TR 11,Women,2.0,5 697.00
Nike,Metcon 8 AMP,Men,1.0,12 157.00
Nike,Blazer Low '77 Jumbo SE,Men,1.0,8 737.00
Nike,Air Pegasus '89 Premium,Unisex,1.0,9 207.00
Nike,Winflo 9,Women,1.0,8 067.00
Nike,Pegasus Trail 3 GORE-TEX,Women,1.0,13 767.00
Nike,Court Royale,Men,1.0,4 267.00
Nike,Zoom Mamba 6,Unisex,1.0,9 207.00
Nike,Air Presto,Men,1.0,12 157.00
Nike,Air Foamposite One,Men,1.0,19 467.00
Nike,Air Max 95 By You,Men,4.0,
Nike,Air Max 95 Unlocked By You,Women,6.0,
Nike,Invincible 3 By You,Women,6.0,
Nike,Dunk High By You,Men,6.0,
Nike,Air Force 1 Low By You,Women,10.0,
Nike,Air Max 1 '87 By You,Unisex,7.0,
Nike,Dunk Low Unlocked By You,Women,8.0,
Nike,Air Force 1 Low By You,Men,8.0,
Nike,Air Max 95 Unlocked By You,Men,6.0,
Nike,Air Force 1 Low By You,Men,10.0,
Nike,Internationalist By You,Women,7.0,
Nike,Air Huarache By You,Women,7.0,
Nike,Dunk Low Unlocked By You,Unisex,10.0,
Nike,Blazer Low '77 By You,Women,6.0,
Nike,Metcon 9 By You,Men,6.0,
Nike,Pegasus 40 By You,Women,14.0,
Nike,Air Huarache Craft By You,Women,6.0,
Nike,Dunk High By You,Women,6.0,
Nike,Pegasus Trail 4 GORE-TEX By You,Unisex,9.0,
Nike,Free RN By You,Men,6.0,
Nike,Pegasus 40 By You,Men,14.0,
Nike,Pegasus Trail 4 By You,Men,6.0,
Nike,Internationalist By You,Men,9.0,
Nike,Air Max 97 By You,Women,6.0,
Nike,Air Force 1 Mid By You,Women,6.0,
Nike,Metcon 9 By You,Women,6.0,
Nike,Dunk Low Unlocked By You,Women,1.0,
Nike,Air Force 1 Mid By You,Men,6.0,
Nike,Air Presto By You,Women,6.0,
Nike,Cortez Unlocked By You,Women,6.0,
Nike,Blazer Mid '77 By You,Men,6.0,
Nike,Pegasus FlyEase By You,Women,6.0,
Nike,Air Force 1 Low By You,Women,6.0,
Nike,Air Force 1 Low By You,Women,6.0,
Nike,Air Max 90 By You,Men,6.0,
Nike,Air Max 97 By You,Men,6.0,
Nike,Air Force 1 High By You,Men,6.0,
Nike,Dunk High Unlocked By You,Women,6.0,
Nike,Air Force 1 Sculpt Unlocked By You,Unisex,5.0,
Nike,Pegasus Trail 4 By You,Women,6.0,
Nike,Blazer Low '77 By You,Men,4.0,
Nike,Invincible 3 By You,Men,4.0,
Nike,Air Presto By You,Men,6.0,
Nike,Pegasus FlyEase By You,Men,6.0,
Nike,Dunk High Warped Unlocked By You,Women,6.0,
Nike,InfinityRN 4 By You,Men,6.0,
Nike,InfinityRN 4 By You,Women,6.0,
Nike,Air Huarache By You,Men,6.0,
Nike,Air Adjust Force Unlocked By You,Women,6.0,
Nike,Air Force 1 High By You,Women,6.0,
Nike,Cortez Platform Unlocked By You,Women,5.0,
Nike,Air Max 90 By You,Women,6.0,
Nike,Free RN By You,Women,6.0,
Nike,Blazer Mid '77 By You,Women,6.0,
Nike,Dunk Low Unlocked By You,Unisex,1.0,
Nike,Air Force 1 Low By You,Unisex,1.0,
Nike,Sabrina 1 'Spark' EP,Unisex,5.0,10 795.00
Nike,Hyperdunk X Low EP,Men,1.0,10 795.00
Nike,Air Jordan XXXVIII 'FIBA' PF,Unisex,1.0,18 395.00
Nike,Giannis Immortality 3 EP,Unisex,6.0,7 095.00
Nike,KD16 EP,Unisex,4.0,13 995.00
Nike,LeBron Witness 8 EP,Unisex,4.0,8 695.00
Nike,Air Alpha Force 88 x Billie,Men,1.0,11 895.00
Nike,Freak 5 EP,Unisex,7.0,11 495.00
Nike,G.T. Jump 2 EP,Men,2.0,16 995.00
Nike,G.T. Jump 2 EP,Unisex,1.0,17 495.00
Nike,Air Jordan 5 x A Ma Maniére,Women,1.0,
Nike,GT Cut 2 EP,Men,3.0,15 995.00
Nike,LeBron XXI 'Dragon Pearl' EP,Unisex,2.0,18 395.00
Nike,Jordan Why Not .6 x Honor The Gift® PF,Men,1.0,14 995.00
Nike,Impact 4,Unisex,4.0,8 495.00
Nike,Tatum 1 'Home Team' PF,Unisex,2.0,10 795.00
Nike,Cosmic Unity 3,Unisex,2.0,13 995.00
Nike,Elevate 3,Unisex,2.0,7 095.00
Nike,JA 1 'Fly' EP,Unisex,2.0,9 695.00
Nike,LeBron NXXT Gen EP,Unisex,3.0,14 995.00
Nike,KD Trey 5 X EP,Unisex,3.0,8 495.00
Nike,Precision 6,Unisex,4.0,5 695.00
Nike,LeBron NXXT Gen Titan EP,Unisex,1.0,14 995.00
Nike,Luka 2 'Lake Bled' PF,Unisex,1.0,12 795.00
Nike,G.T. Hustle 2 EP,Men,1.0,15 995.00
Nike,JA 1 'Wet Cement' EP,Unisex,1.0,10 795.00
Nike,G.T. Cut 2 GTE EP,Unisex,1.0,16 995.00
Nike,Precision 6 FlyEase,Unisex,1.0,5 695.00
Nike,LeBron Witness 8 EP x FaZe Clan,Unisex,1.0,8 695.00
Nike,Luka 2 'Q54' PF,Unisex,1.0,11 895.00
Nike,LeBron Witness 7 EP,Unisex,1.0,8 695.00
Nike,LeBron XX Premium EP,Unisex,1.0,19 295.00
Nike,Zoom Mercurial Vapor 15 Academy KM MG,Unisex,1.0,8 495.00
Nike,Superfly 9 Academy Mercurial Dream Speed,Unisex,1.0,8 995.00
Nike,Mercurial Vapor 15 Academy,Unisex,2.0,7 995.00
Nike,Mercurial Superfly 9 Club,Unisex,2.0,5 995.00
Nike,Superfly 9 Elite Mercurial Dream Speed,Unisex,1.0,25 095.00
Nike,Phantom GX Club,Unisex,1.0,5 495.00
Nike,Tiempo Legend 10 Academy,Unisex,3.0,7 495.00
Nike,Mercurial Vapor 15 Club,Unisex,1.0,4 995.00
Nike,Tiempo Legend 10 Club,Unisex,2.0,4 995.00
Nike,Tiempo Legend 10 Elite,Unisex,1.0,20 995.00
Nike,Phantom GX Academy,Unisex,2.0,7 995.00
Nike,Phantom GX Pro,Unisex,1.0,12 995.00
Nike,Zoom Mercurial Superfly 9 Academy KM MG,Unisex,1.0,8 995.00
Nike,Mercurial Superfly 9 Club,Unisex,2.0,5 995.00
Nike,Phantom GX Academy,Unisex,1.0,7 995.00
Nike,Premier 3,Unisex,1.0,9 995.00
Nike,Phantom GX Academy,Unisex,1.0,7 995.00
Nike,Phantom GX Academy,Unisex,1.0,7 995.00
Nike,Mercurial Vapor 15 Elite,Unisex,3.0,21 995.00
Nike,Zoom Mercurial Superfly 9 Academy KM TF,Unisex,1.0,8 995.00
Nike,React Gato,Unisex,2.0,11 995.00
Nike,Phantom Luna Elite SE,Unisex,1.0,26 795.00
Nike,Phantom GX Elite,Unisex,2.0,21 995.00
Nike,Tiempo Legend 10 Elite,Unisex,2.0,20 995.00
Nike,Tiempo Legend 10 Academy,Unisex,2.0,7 495.00
Nike,Vapor 15 Academy Mercurial Dream Speed,Unisex,1.0,8 495.00
Nike,Mercurial Vapor 15 Academy,Unisex,3.0,7 995.00
Nike,Phantom GX Academy,Unisex,1.0,8 995.00
Nike,Phantom GT2 Academy FlyEase,Unisex,1.0,7 995.00
Nike,Lunar Gato II,Unisex,2.0,9 995.00
Nike,Phantom GX Club,Unisex,2.0,5 495.00
Nike,Phantom Luna,Unisex,1.0,10 995.00
Nike,Phantom GX Elite SE,Unisex,1.0,23 795.00
Nike,Phantom Luna Elite,Unisex,1.0,23 795.00
Nike,Tiempo Legend 10 Club,Unisex,1.0,4 995.00
Nike,Vapor 15 Academy Mercurial Dream Speed,Unisex,1.0,8 495.00
Nike,Zoom Mercurial Superfly 9 Elite KM FG,Unisex,1.0,23 995.00
Nike,Mercurial Superfly 9 Academy By You,Unisex,6.0,
Nike,Jordan Why Not .6 PF,Men,1.0,13 297.00
Nike,Air Jordan Legacy 312 Low,Men,1.0,12 627.00
Nike,Air Jordan XXXVII Low,Women,1.0,17 287.00
Nike,Jordan Why Not .6 PF,Men,1.0,13 297.00
Nike,Sabrina 1 By You,Unisex,6.0,
Nike,Sabrina 1 By You,Unisex,1.0,
Nike,Sabrina 1 By Sabrina,Unisex,1.0,
Nike,KD16 By You,Unisex,4.0,
Nike,Freak 5 By You,Unisex,1.0,
Nike,Freak 5 By You,Unisex,6.0,
Nike,Court Legacy Lift x  United,Women,1.0,8 167.00
Nike,Sabrina 1 By You,Unisex,1.0,
Nike,Sabrina 1 By You,Unisex,1.0,
Nike,Mercurial Vapor 15 Academy,Unisex,1.0,7 597.00
Nike,Mercurial Superfly 9 Elite,Unisex,1.0,23 837.00
Nike,Air Max 90 x  United,Women,1.0,12 157.00
Nike,Zoom Mercurial Superfly 9 Academy XXV MG,Unisex,1.0,8 547.00
Nike,Phantom Luna,Unisex,1.0,10 447.00
Nike,KD16 By You,Unisex,1.0,
Nike,Air Rift United,Women,1.0,10 257.00
Nike,Tiempo Legend 10 Academy,Unisex,1.0,7 117.00
Nike,Freak 5 By You,Unisex,1.0,
Nike,KD16 By You,Unisex,1.0,
Nike,Freak 5 By You,Unisex,1.0,
Nike,Mercurial Superfly 9 Academy,Unisex,1.0,8 547.00
Nike,Mercurial Superfly 9 Elite By You,Unisex,6.0,
Nike,Phantom GX Academy MG By You,Unisex,6.0,
Nike,Gripknit Phantom GX Elite FG By You,Unisex,4.0,
Nike,Gripknit Phantom GX Elite Dynamic Fit FG By You,Unisex,2.0,
Nike,Phantom GX Academy Dynamic Fit MG By You,Unisex,5.0,
Nike,Mercurial Vapor 15 Academy By You,Unisex,6.0,
Nike,Phantom Luna FG By You,Women,6.0,
Nike,Mercurial Vapor 15 Elite By You,Unisex,6.0,
